entry	type	strength	pos	r1	max_token_score	source_id	source_rows
en bataille	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.986857	ls:fr:node:44399	2
en baver	verbal_phrase	strong idiom	locution verbale	True	0.90055	ls:fr:node:52989	2
en blanc	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.704118	ls:fr:node:50081	2
en bois	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.717242	ls:fr:node:46390	2
en bonne et due forme	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999947	ls:fr:node:41344	5
en bouillie	prepositional_phrase	strong idiom	locution prépositionnelle	False	0.00584974	ls:fr:node:30598	2
en butte	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999031	ls:fr:node:31390	2
en cachette	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999537	ls:fr:node:44075	2
en catastrophe	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.9931	ls:fr:node:44076	2
en catimini	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999746	ls:fr:node:44080	2
en ce moment	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999098	ls:fr:node:37682	3
en charpie	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.96967	ls:fr:node:44052	2
en chemin	prepositional_phrase	strong idiom	locution prépositionnelle	False	0.142819	ls:fr:node:44097	2
en chien de fusil	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.870102	ls:fr:node:41904	4
en chiens de faïence	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999826	ls:fr:node:41916	4
en chier	verbal_phrase	strong idiom	locution verbale	False	4.37516e-06	ls:fr:node:53116	2
en cinq sec	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.811597	ls:fr:node:44081	3
en cloche	prepositional_phrase	strong idiom	locution prépositionnelle	False	0.089538	ls:fr:node:30599	2
en cloque	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.966642	ls:fr:node:34551	2
en compagnie	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999782	ls:fr:node:40053	2
en compote	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998077	ls:fr:node:44065	2
en connaissance de cause	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999846	ls:fr:node:53349	4
en conséquence	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.95664	ls:fr:node:41871	2
en coton	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.938232	ls:fr:node:42844	2
en couleur	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.663526	ls:fr:node:43865	2
en coup de vent	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999658	ls:fr:node:40395	4
en cours	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999582	ls:fr:node:33965	4
en course	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.901377	ls:fr:node:45143	8
en célibataire	prepositional_phrase	semi-idiom	locution prépositionnelle	False	0.0418068	ls:fr:node:38935	2
en danseuse	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.983572	ls:fr:node:42658	8
en dents de scie	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999986	ls:fr:node:43783	4
en dents de scie	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.999941	ls:fr:node:43782	4
en dessous	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.919382	ls:fr:node:33045	4
en dessus	prepositional_phrase	semi-idiom	locution prépositionnelle	False	0.00453806	ls:fr:node:33546	2
en deux coups de cuillère à pot	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.969973	ls:fr:node:40447	7
en diable	prepositional_phrase	strong idiom	locution prépositionnelle	False	0.318859	ls:fr:node:55116	2
en direction	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998307	ls:fr:node:43890	2
en effet	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999226	ls:fr:node:41857	2
en excès	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.996668	ls:fr:node:55663	4
en faire des tartines	verbal_phrase	strong idiom	locution verbale	True	0.999658	ls:fr:node:42192	8
en fait	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.898972	ls:fr:node:44082	2
en famille	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.987511	ls:fr:node:47355	4
en faveur	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999906	ls:fr:node:53243	2
en feuille de chou	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999785	ls:fr:node:40487	4
en finir	verbal_phrase	strong idiom	locution verbale	True	0.999601	ls:fr:node:53583	4
en finir	verbal_phrase	weak idiom	locution verbale	True	0.996525	ls:fr:node:44171	4
en fleurs	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.938807	ls:fr:node:56094	8
en garder sous la pédale	verbal_phrase	strong idiom	locution verbale	True	0.993856	ls:fr:node:42960	5
en grande pompe	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999802	ls:fr:node:55634	9
en gros	prepositional_phrase	semi-idiom	locution prépositionnelle	False	0.155778	ls:fr:node:49245	2
en gros	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.89161	ls:fr:node:35151	2
en guidon de vélo	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.979225	ls:fr:node:46342	28
en guise	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998304	ls:fr:node:44088	2
en général	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.999832	ls:fr:node:44091	2
en haut	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.985446	ls:fr:node:50386	4
en herbe	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.812362	ls:fr:node:47437	2
en herbe	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.956003	ls:fr:node:44092	2
en imposer	verbal_phrase	strong idiom	locution verbale	True	0.523737	ls:fr:node:35952	2
en instance	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.99263	ls:fr:node:32677	2
en jambes	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999858	ls:fr:node:41519	8
en lice	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998025	ls:fr:node:53693	2
en ligne	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997791	ls:fr:node:47073	4
en local	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.991155	ls:fr:node:53694	2
en long et en large	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999848	ls:fr:node:46975	5
en l’air	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.862975	ls:fr:node:46315	6
en l’espace	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.972618	ls:fr:node:49248	3
en l’espace d’un éclair	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.980901	ls:fr:node:43414	11
en l’occurrence	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999524	ls:fr:node:44084	3
en l’éclair	prepositional_phrase	strong idiom	locution prépositionnelle	False	0.0136118	ls:fr:node:44565	7
en main propre	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998241	ls:fr:node:44096	3
en mal	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999839	ls:fr:node:44613	2
en marche	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998984	ls:fr:node:39660	8
en marche	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999711	ls:fr:node:40014	2
en mettre des tartines	verbal_phrase	strong idiom	locution verbale	True	0.952464	ls:fr:node:43159	4
en miettes	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998031	ls:fr:node:30603	2
en morceaux	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.987652	ls:fr:node:30604	2
en moyenne	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999417	ls:fr:node:41753	10
en musique	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.989783	ls:fr:node:44891	6
en même temps	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998547	ls:fr:node:44094	3
en nombre	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.992856	ls:fr:node:38567	6
en ondes	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.952769	ls:fr:node:38864	2
en outre	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999749	ls:fr:node:44098	2
en particulier	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999223	ls:fr:node:44085	2
en peloton	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.756049	ls:fr:node:47128	2
en personne	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998967	ls:fr:node:55140	4
en pièces	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.998866	ls:fr:node:41300	4
en plein	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.994873	ls:fr:node:32680	4
en pleine figure	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.992934	ls:fr:node:45861	6
en pleine gueule	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.989656	ls:fr:node:45996	6
en pleine poire	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.996877	ls:fr:node:46001	6
en pleine pomme	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.867675	ls:fr:node:46018	6
en pleine tronche	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.995962	ls:fr:node:45998	3
en pleine tête	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.994836	ls:fr:node:46014	6
en pluie	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.997835	ls:fr:node:51016	2
en portefeuille	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.318884	ls:fr:node:55356	4
en prendre un coup	verbal_phrase	strong idiom	locution verbale	True	0.999835	ls:fr:node:41004	5
en proie	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.938088	ls:fr:node:31988	2
en présence	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998476	ls:fr:node:30618	4
en rajouter	verbal_phrase	strong idiom	locution verbale	True	0.859916	ls:fr:node:54011	2
en repos	prepositional_phrase	weak idiom	locution prépositionnelle	True	0.709234	ls:fr:node:44741	4
en revanche	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999739	ls:fr:node:44083	2
en rideau	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.490584	ls:fr:node:43825	4
en rien	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998756	ls:fr:node:46309	2
en robe des champs	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.988441	ls:fr:node:39733	4
en route	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998636	ls:fr:node:40630	6
en ruine	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999041	ls:fr:node:38100	2
en rythme	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.801222	ls:fr:node:49259	2
en réalité	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.998826	ls:fr:node:48301	2
en sandwich	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.995814	ls:fr:node:42360	2
en service	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.996672	ls:fr:node:30620	10
en siège	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.81548	ls:fr:node:48969	2
en somme	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.998991	ls:fr:node:44093	2
en souffrance	prepositional_phrase	semi-idiom	locution prépositionnelle	False	0.220694	ls:fr:node:30621	2
en sus	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999324	ls:fr:node:44086	2
en suspens	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.97493	ls:fr:node:30656	2
en temps et en heure	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.99932	ls:fr:node:53532	5
en tempête	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.986672	ls:fr:node:44733	2
en tous points	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.978131	ls:fr:node:46720	3
en tout cas	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999322	ls:fr:node:44059	3
en toutes lettres	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.988109	ls:fr:node:54586	3
en train	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999897	ls:fr:node:42890	4
en travers	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.572979	ls:fr:node:50430	6
en travers de la gorge	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999968	ls:fr:node:43230	10
en trompette	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.972258	ls:fr:node:46299	16
en un éclair de temps	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999185	ls:fr:node:43415	5
en vache	prepositional_phrase	strong idiom	locution prépositionnelle	False	0.0127159	ls:fr:node:42508	2
en vedette	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999336	ls:fr:node:54723	2
en venir	verbal_phrase	strong idiom	locution verbale	True	0.999648	ls:fr:node:49764	4
en venir aux mains	verbal_phrase	strong idiom	locution verbale	True	0.998458	ls:fr:node:49785	4
en vertu	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.994375	ls:fr:node:52178	2
en vigueur	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.99858	ls:fr:node:30658	2
en vitesse	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.993785	ls:fr:node:44851	2
en voir de toutes les couleurs	verbal_phrase	strong idiom	locution verbale	True	0.999888	ls:fr:node:43678	13
en vue	prepositional_phrase	semi-idiom	locution prépositionnelle	True	0.591215	ls:fr:node:49478	2
en vue	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999899	ls:fr:node:45521	18
en écraser	verbal_phrase	strong idiom	locution verbale	False	3.25851e-07	ls:fr:node:48054	2
en éveil	prepositional_phrase	strong idiom	locution prépositionnelle	False	8.63637e-05	ls:fr:node:47669	6
enculage de mouches	idiom	strong idiom	locution nominale	True	0.987494	ls:fr:node:41005	3
enculer les mouches	verbal_phrase	strong idiom	locution verbale	False	0.336802	ls:fr:node:41007	3
enculeur de mouches	idiom	strong idiom	locution nominale	True	0.992255	ls:fr:node:41008	3
enculeuse de mouche	idiom	strong idiom	locution nominale	True	0.598354	ls:fr:node:53568	3
enfant du pays	idiom	strong idiom	locution nominale	True	0.993634	ls:fr:node:41696	9
enfoncer une porte ouverte	verbal_phrase	strong idiom	locution verbale	True	0.948157	ls:fr:node:55213	4
engin de siège	idiom	semi-idiom	locution nominale	True	0.998531	ls:fr:node:48945	3
ennemi du genre humain	idiom	strong idiom	locution nominale	True	0.99897	ls:fr:node:39224	4
ennemi public	idiom	semi-idiom	locution nominale	False	0.0816777	ls:fr:node:39225	2
ennemi public numéro un	idiom	semi-idiom	locution nominale	True	0.999059	ls:fr:node:40377	4
ensemble de personnes	idiom	weak idiom	locution nominale	True	0.927568	ls:fr:node:55597	3
entendre une mouche voler	verbal_phrase	strong idiom	locution verbale	True	0.850905	ls:fr:node:41014	4
entité physique	idiom	weak idiom	locution nominale	True	0.650025	ls:fr:node:55702	2
entre chien et loup	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.999138	ls:fr:node:41855	8
entre deux chaises	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.818283	ls:fr:node:40061	3
entre deux eaux	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.930691	ls:fr:node:40777	6
entre deux vins	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.990084	ls:fr:node:48431	6
entre les lignes	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.988496	ls:fr:node:54585	6
entre mille	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.946844	ls:fr:node:42249	2
entre ses dents	prepositional_phrase	strong idiom	locution prépositionnelle	True	0.691133	ls:fr:node:44032	3
entrer par une oreille et sortir par l’autre	verbal_phrase	strong idiom	locution verbale	True	0.987525	ls:fr:node:40557	9
envie de fraises	idiom	semi-idiom	locution nominale	True	0.530955	ls:fr:node:53120	3
